column 1,address_1,case_number,city,clearance_type,created_at,day_of_week,hour_of_day,incident_datetime,incident_description,incident_id,incident_type_primary,latitude,location,longitude,parent_incident_type,state,updated_at
1778,1100 Block W 2700 S,C1931838,SYRACUSE,,08/10/2018 06:41:17 AM,Thursday,4,08/09/2018 04:35:19 AM,Traffic Stop,866581649,CAD: Traffic Stop,41.0747,"{'type': 'Point', 'coordinates': [-112.048, 41.0747]}",-112.048,Vehicle Stop,UT,08/22/2018 08:24:11 PM
1779,1500 Block S 2000 W,C1935439,SYRACUSE,,08/18/2018 06:08:14 AM,Friday,2,08/17/2018 02:09:15 AM,Business Alarm,867504519,CAD: Business Alarm,41.0906,"{'type': 'Point', 'coordinates': [-112.065, 41.0906]}",-112.065,Alarm,UT,08/30/2018 09:04:24 PM
1780,1600 Block S 2000 W,C1993892,SYRACUSE,,03/07/2019 05:20:29 PM,Sunday,4,01/13/2019 04:35:15 AM,Traffic Stop,909209560,CAD: Traffic Stop,41.0899,"{'type': 'Point', 'coordinates': [-112.065, 41.0899]}",-112.065,Vehicle Stop,UT,03/07/2019 05:36:54 PM
1781,500 Block W 2700 S,C1993908,SYRACUSE,,03/07/2019 05:20:29 PM,Sunday,7,01/13/2019 07:14:35 AM,Traffic Stop,909209559,CAD: Traffic Stop,41.0747,"{'type': 'Point', 'coordinates': [-112.037, 41.0747]}",-112.037,Vehicle Stop,UT,03/07/2019 05:36:54 PM
1782,1200 Block W ANTELOPE DR,C1993953,SYRACUSE,,03/07/2019 05:20:29 PM,Sunday,11,01/13/2019 11:38:31 AM,Traffic Stop,909209557,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.051, 41.0892]}",-112.051,Vehicle Stop,UT,03/07/2019 05:36:54 PM
1783,W 3450 S,C1917305,SYRACUSE,,07/06/2018 06:37:34 AM,Thursday,9,07/05/2018 09:52:21 AM,Reckless Driver,862101878,CAD: Reckless Driver,41.0639,"{'type': 'Point', 'coordinates': [-112.043, 41.0639]}",-112.043,Traffic,UT,07/19/2018 07:15:54 PM
1784,1600 Block S 2625 W,C1915666,SYRACUSE,,07/02/2018 06:09:23 AM,Sunday,14,07/01/2018 02:20:32 PM,Residential Alarm,861701580,CAD: Residential Alarm,41.09,"{'type': 'Point', 'coordinates': [-112.077, 41.09]}",-112.077,Alarm,UT,07/15/2018 02:10:33 AM
1785,1700 Block S HERITAGE LN,C1940843,SYRACUSE,,08/31/2018 06:03:16 AM,Thursday,11,08/30/2018 11:45:23 AM,Fraud Activities,868784709,CAD: Fraud Activities,41.0885,"{'type': 'Point', 'coordinates': [-112.062, 41.0885]}",-112.062,Theft,UT,09/13/2018 12:35:17 AM
1786,500 Block W 3750 S,C1940861,SYRACUSE,,08/31/2018 06:03:16 AM,Thursday,12,08/30/2018 12:37:46 PM,Fraud Activities,868784712,CAD: Fraud Activities,41.0594,"{'type': 'Point', 'coordinates': [-112.037, 41.0594]}",-112.037,Theft,UT,09/13/2018 12:35:17 AM
1787,1800 Block W 1300 S,C1829324,SYRACUSE,,11/30/2017 07:01:12 AM,Wednesday,0,11/29/2017 12:51:33 AM,Extra Patrol On Site Call,827771432,CAD: Extra Patrol On Site Call,41.0949,"{'type': 'Point', 'coordinates': [-112.063, 41.0949]}",-112.063,Community Policing,UT,12/13/2017 07:02:40 AM
1788,1400 Block W DALLAS ST,C1829362,SYRACUSE,,11/30/2017 07:01:12 AM,Wednesday,7,11/29/2017 07:16:29 AM,Unwanted Guest,827771431,CAD: Unwanted Guest,41.096,"{'type': 'Point', 'coordinates': [-112.055, 41.096]}",-112.055,Disorder,UT,12/13/2017 07:02:40 AM
1789,900 Block S 3000 W,C1829417,SYRACUSE,,11/30/2017 07:01:12 AM,Wednesday,9,11/29/2017 09:55:13 AM,Traffic Enforcement,827771427,CAD: Traffic Enforcement,41.101,"{'type': 'Point', 'coordinates': [-112.084, 41.101]}",-112.084,Traffic,UT,12/13/2017 07:02:40 AM
1790,800 Block S 3000 W,C1829419,SYRACUSE,,11/30/2017 07:01:12 AM,Wednesday,10,11/29/2017 10:04:12 AM,Traffic Stop,827771428,CAD: Traffic Stop,41.1023,"{'type': 'Point', 'coordinates': [-112.084, 41.1023]}",-112.084,Vehicle Stop,UT,12/13/2017 07:02:40 AM
1791,2800 Block S 1550 W,C1829437,SYRACUSE,,11/30/2017 07:01:12 AM,Wednesday,10,11/29/2017 10:50:52 AM,Parking Problem,827771425,CAD: Parking Problem,41.072,"{'type': 'Point', 'coordinates': [-112.056, 41.072]}",-112.056,Traffic,UT,12/13/2017 07:02:40 AM
1792,600 Block S 2000 W,C1829450,SYRACUSE,,11/30/2017 07:01:12 AM,Wednesday,11,11/29/2017 11:31:25 AM,Lost Property,827771424,CAD: Lost Property,41.1042,"{'type': 'Point', 'coordinates': [-112.065, 41.1042]}",-112.065,Other,UT,12/13/2017 07:02:41 AM
1793,3500 Block W 1700 S,C1829483,SYRACUSE,,11/30/2017 07:01:12 AM,Wednesday,13,11/29/2017 01:02:21 PM,Traffic Enforcement,827771422,CAD: Traffic Enforcement,41.0892,"{'type': 'Point', 'coordinates': [-112.093, 41.0892]}",-112.093,Traffic,UT,12/13/2017 07:02:41 AM
1794,600 Block S 2000 W,C1829490,SYRACUSE,,11/30/2017 07:01:12 AM,Wednesday,13,11/29/2017 01:19:07 PM,Theft,827771423,CAD: Theft,41.1042,"{'type': 'Point', 'coordinates': [-112.065, 41.1042]}",-112.065,Theft,UT,12/13/2017 07:02:41 AM
1795,1600 Block S MELANIE LN,C1829532,SYRACUSE,,11/30/2017 07:01:12 AM,Wednesday,15,11/29/2017 03:15:55 PM,Susp Circumstance,827771420,CAD: Susp Circumstance,41.0904,"{'type': 'Point', 'coordinates': [-112.054, 41.0904]}",-112.054,Community Policing,UT,12/13/2017 07:02:41 AM
1796,2100 Block W 1500 S,C1829535,SYRACUSE,,11/30/2017 07:01:12 AM,Wednesday,15,11/29/2017 03:22:51 PM,Agency Assistance,827771419,CAD: Agency Assistance,41.0919,"{'type': 'Point', 'coordinates': [-112.069, 41.0919]}",-112.069,Other,UT,12/13/2017 07:02:41 AM
1797,1300 Block W 1700 S,C1829632,SYRACUSE,,11/30/2017 07:01:12 AM,Wednesday,19,11/29/2017 07:39:25 PM,Traffic Stop,827771416,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.052, 41.0891]}",-112.052,Vehicle Stop,UT,12/13/2017 07:02:41 AM
1798,300 Block S 2000 W,C1829639,SYRACUSE,,11/30/2017 07:01:12 AM,Wednesday,19,11/29/2017 07:50:40 PM,Traffic Stop,827771415,CAD: Traffic Stop,41.1096,"{'type': 'Point', 'coordinates': [-112.065, 41.1096]}",-112.065,Vehicle Stop,UT,12/13/2017 07:02:41 AM
1799,1600 Block W DALLAS ST,C1829644,SYRACUSE,,11/30/2017 07:01:12 AM,Wednesday,20,11/29/2017 08:15:14 PM,Susp Vehicle,827771413,CAD: Susp Vehicle,41.096,"{'type': 'Point', 'coordinates': [-112.057, 41.096]}",-112.057,Community Policing,UT,12/13/2017 07:02:42 AM
1800,1400 Block W 1700 S,C1829645,SYRACUSE,,11/30/2017 07:01:12 AM,Wednesday,20,11/29/2017 08:15:27 PM,Traffic Stop,827771414,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.053, 41.0891]}",-112.053,Vehicle Stop,UT,12/13/2017 07:02:42 AM
1801,2500 Block W ANTELOPE DR,C1993997,SYRACUSE,,03/07/2019 05:20:29 PM,Sunday,13,01/13/2019 01:53:10 PM,Traffic Stop,909209576,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.075, 41.0892]}",-112.075,Vehicle Stop,UT,03/07/2019 05:36:55 PM
1802,2200 Block W 1700 S,C1994003,SYRACUSE,,03/07/2019 05:20:29 PM,Sunday,14,01/13/2019 02:46:57 PM,Paraphernalia,909209575,CAD: Paraphernalia,41.0892,"{'type': 'Point', 'coordinates': [-112.069, 41.0892]}",-112.069,Drugs,UT,03/07/2019 05:36:55 PM
1803,3900 Block W 1700 S,C1994039,SYRACUSE,,03/07/2019 05:20:29 PM,Sunday,17,01/13/2019 05:36:10 PM,Business Alarm,909209573,CAD: Business Alarm,41.0892,"{'type': 'Point', 'coordinates': [-112.102, 41.0892]}",-112.102,Alarm,UT,03/07/2019 05:36:55 PM
1804,900 Block S 4000 W,C1994084,SYRACUSE,,03/07/2019 05:20:29 PM,Sunday,22,01/13/2019 10:31:55 PM,Business Alarm,909209567,CAD: Business Alarm,41.0994,"{'type': 'Point', 'coordinates': [-112.103, 41.0994]}",-112.103,Alarm,UT,03/07/2019 05:36:56 PM
1805,2300 Block W 700 S,C1994133,SYRACUSE,,03/07/2019 05:20:29 PM,Monday,7,01/14/2019 07:33:16 AM,Traffic Enforcement,909209537,CAD: Traffic Enforcement,41.1037,"{'type': 'Point', 'coordinates': [-112.071, 41.1037]}",-112.071,Traffic,UT,03/07/2019 05:36:56 PM
1806,1100 Block W 1350 S,C1994139,SYRACUSE,,03/07/2019 05:20:29 PM,Monday,7,01/14/2019 07:56:09 AM,School Zone Patrol,909209536,CAD: School Zone Patrol,41.0937,"{'type': 'Point', 'coordinates': [-112.049, 41.0937]}",-112.049,Traffic,UT,03/07/2019 05:36:56 PM
1807,700 Block S 2000 W,C1994181,SYRACUSE,,03/07/2019 05:20:29 PM,Monday,9,01/14/2019 09:11:36 AM,Business Alarm,909209534,CAD: Business Alarm,41.1026,"{'type': 'Point', 'coordinates': [-112.065, 41.1026]}",-112.065,Alarm,UT,03/07/2019 05:36:57 PM
1808,1000 Block W 1700 S,C1994220,SYRACUSE,,03/07/2019 05:20:29 PM,Monday,11,01/14/2019 11:08:14 AM,Traffic Stop,909209533,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.048, 41.0891]}",-112.048,Vehicle Stop,UT,03/07/2019 05:36:57 PM
1809,1700 Block W ANTELOPE DR,C1980536,SYRACUSE,,12/09/2018 07:03:59 AM,Saturday,1,12/08/2018 01:09:09 AM,Traffic Stop,893193338,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.058, 41.0891]}",-112.058,Vehicle Stop,UT,12/22/2018 10:04:38 AM
1810,1300 Block S 3000 W,C1908209,SYRACUSE,,06/15/2018 03:09:20 PM,Thursday,7,06/14/2018 07:23:53 AM,Traffic Enforcement,857466636,CAD: Traffic Enforcement,41.0945,"{'type': 'Point', 'coordinates': [-112.084, 41.0945]}",-112.084,Traffic,UT,06/28/2018 11:22:45 AM
1811,900 Block W 2010 S,C1908225,SYRACUSE,,06/15/2018 03:09:20 PM,Thursday,8,06/14/2018 08:25:39 AM,Extra Patrol REQUEST,857466635,CAD: Extra Patrol REQUEST,41.0846,"{'type': 'Point', 'coordinates': [-112.043, 41.0846]}",-112.043,Community Policing,UT,06/28/2018 11:22:45 AM
1812,1500 Block W 2125 S,C1908232,SYRACUSE,,06/15/2018 03:09:20 PM,Thursday,8,06/14/2018 08:53:26 AM,Warrant Service,857466632,CAD: Warrant Service,41.083,"{'type': 'Point', 'coordinates': [-112.056, 41.083]}",-112.056,Other,UT,06/28/2018 11:22:45 AM
1813,1700 Block S 2210 W,C1841703,SYRACUSE,,01/02/2018 07:00:34 AM,Monday,2,01/01/2018 02:21:59 AM,DUI Alcohol or Drugs,830671855,CAD: DUI Alcohol or Drugs,41.0884,"{'type': 'Point', 'coordinates': [-112.069, 41.0884]}",-112.069,Traffic,UT,01/20/2018 02:09:45 PM
1814,2800 Block W 1700 S,C1841757,SYRACUSE,,01/02/2018 07:00:34 AM,Monday,10,01/01/2018 10:22:41 AM,Traffic Stop,830671854,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.08, 41.0892]}",-112.08,Vehicle Stop,UT,01/20/2018 02:09:46 PM
1815,1400 Block W 2000 S,C1841782,SYRACUSE,,01/02/2018 07:00:34 AM,Monday,11,01/01/2018 11:17:47 AM,Vehicle Burglary,830671852,CAD: Vehicle Burglary,41.0851,"{'type': 'Point', 'coordinates': [-112.054, 41.0851]}",-112.054,Theft from Vehicle,UT,01/20/2018 02:09:46 PM
1816,1900 Block W 1700 S,C1841788,SYRACUSE,,01/02/2018 07:00:34 AM,Monday,11,01/01/2018 11:50:30 AM,Fraud Activities,830671851,CAD: Fraud Activities,41.0892,"{'type': 'Point', 'coordinates': [-112.064, 41.0892]}",-112.064,Theft,UT,01/20/2018 02:09:46 PM
1817,1500 Block S MARILYN DR,C1841810,SYRACUSE,,01/02/2018 07:00:34 AM,Monday,13,01/01/2018 01:10:54 PM,Residential Alarm,830671849,CAD: Residential Alarm,41.0912,"{'type': 'Point', 'coordinates': [-112.054, 41.0912]}",-112.054,Alarm,UT,01/20/2018 02:09:46 PM
1818,1800 Block W HIGHWAY 193,C1841838,SYRACUSE,,01/02/2018 07:00:34 AM,Monday,14,01/01/2018 02:28:50 PM,Traffic Stop,830671845,CAD: Traffic Stop,41.1105,"{'type': 'Point', 'coordinates': [-112.061, 41.1105]}",-112.061,Vehicle Stop,UT,01/20/2018 02:09:46 PM
1819,3200 Block W 1700 S,C1841866,SYRACUSE,,01/02/2018 07:00:34 AM,Monday,15,01/01/2018 03:26:22 PM,Controlled Substance Problem,830671843,CAD: Controlled Substance Problem,41.0892,"{'type': 'Point', 'coordinates': [-112.088, 41.0892]}",-112.088,Drugs,UT,01/20/2018 02:09:46 PM
1820,2200 Block W 1700 S,C1841877,SYRACUSE,,01/02/2018 07:00:34 AM,Monday,16,01/01/2018 04:07:27 PM,Shoplifting,830671839,CAD: Shoplifting,41.0892,"{'type': 'Point', 'coordinates': [-112.069, 41.0892]}",-112.069,Theft,UT,01/20/2018 02:09:46 PM
1821,1800 Block W 1700 S,C1841884,SYRACUSE,,01/02/2018 07:00:34 AM,Monday,16,01/01/2018 04:46:42 PM,Traffic Stop,830671841,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.061, 41.0892]}",-112.061,Vehicle Stop,UT,01/20/2018 02:09:47 PM
1822,2000 Block S FREMONT CREST AVE,C1851180,SYRACUSE,,01/26/2018 07:57:33 AM,Thursday,10,01/25/2018 10:05:53 AM,"Suspicious Person, Circumstnce",832566346,"CAD: Suspicious Person, Circumstnce",41.0848,"{'type': 'Point', 'coordinates': [-112.079, 41.0848]}",-112.079,Community Policing,UT,02/09/2018 06:07:51 AM
1823,1400 Block S MELANIE LN,C1851226,SYRACUSE,,01/26/2018 07:57:33 AM,Thursday,12,01/25/2018 12:13:41 PM,Extra Patrol REQUEST,832566344,CAD: Extra Patrol REQUEST,41.0929,"{'type': 'Point', 'coordinates': [-112.053, 41.0929]}",-112.053,Community Policing,UT,02/09/2018 06:07:51 AM
1824,600 Block S 2000 W,C1851237,SYRACUSE,,01/26/2018 07:57:33 AM,Thursday,12,01/25/2018 12:34:52 PM,Fight,832566342,CAD: Fight,41.1042,"{'type': 'Point', 'coordinates': [-112.065, 41.1042]}",-112.065,Disorder,UT,02/09/2018 06:07:51 AM
1825,2800 Block W 700 S,C1851283,SYRACUSE,,01/26/2018 07:57:33 AM,Thursday,14,01/25/2018 02:48:28 PM,Traffic Enforcement,832566337,CAD: Traffic Enforcement,41.1037,"{'type': 'Point', 'coordinates': [-112.08, 41.1037]}",-112.08,Traffic,UT,02/09/2018 06:07:51 AM
1826,3100 Block W 700 S,C1851285,SYRACUSE,,01/26/2018 07:57:33 AM,Thursday,14,01/25/2018 02:50:28 PM,Traffic Stop,832566340,CAD: Traffic Stop,41.1037,"{'type': 'Point', 'coordinates': [-112.087, 41.1037]}",-112.087,Vehicle Stop,UT,02/09/2018 06:07:51 AM
1827,500 Block S 3000 W,C1851299,SYRACUSE,,01/26/2018 07:57:33 AM,Thursday,15,01/25/2018 03:14:04 PM,Traffic Stop,832566339,CAD: Traffic Stop,41.1058,"{'type': 'Point', 'coordinates': [-112.084, 41.1058]}",-112.084,Vehicle Stop,UT,02/09/2018 06:07:51 AM
1828,2500 Block S BLUFF RD,C1905217,SYRACUSE,,06/08/2018 05:50:34 PM,Thursday,1,06/07/2018 01:02:56 AM,Canine Search,856727899,CAD: Canine Search,41.0774,"{'type': 'Point', 'coordinates': [-112.068, 41.0774]}",-112.068,Community Policing,UT,06/22/2018 01:42:15 AM
1829,2200 Block W 1700 S,C1905907,SYRACUSE,,06/09/2018 08:54:22 AM,Friday,13,06/08/2018 01:44:25 PM,Traffic Stop,856791317,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.069, 41.0892]}",-112.069,Vehicle Stop,UT,06/22/2018 03:23:20 PM
1830,1800 Block W 1700 S,C1905965,SYRACUSE,,06/09/2018 08:54:22 AM,Friday,15,06/08/2018 03:20:26 PM,Motorist Assist,856791312,CAD: Motorist Assist,41.0891,"{'type': 'Point', 'coordinates': [-112.061, 41.0891]}",-112.061,Traffic,UT,06/22/2018 03:23:20 PM
1831,1700 Block S 2000 W,C1994225,SYRACUSE,,03/07/2019 05:20:29 PM,Monday,11,01/14/2019 11:21:25 AM,Controlled Substance Problem,909209532,CAD: Controlled Substance Problem,41.0885,"{'type': 'Point', 'coordinates': [-112.065, 41.0885]}",-112.065,Drugs,UT,03/07/2019 05:36:57 PM
1832,1900 Block W 1700 S,C1994251,SYRACUSE,,03/07/2019 05:20:29 PM,Monday,12,01/14/2019 12:39:36 PM,Traffic Stop,909209530,CAD: Traffic Stop,41.0889,"{'type': 'Point', 'coordinates': [-112.064, 41.0889]}",-112.064,Vehicle Stop,UT,03/07/2019 05:36:57 PM
1833,3700 Block S 600 W,C1994276,SYRACUSE,,03/07/2019 05:20:29 PM,Monday,13,01/14/2019 01:55:02 PM,Warrant Service,909209527,CAD: Warrant Service,41.06,"{'type': 'Point', 'coordinates': [-112.038, 41.06]}",-112.038,Other,UT,03/07/2019 05:36:57 PM
1834,1500 Block S EARL CIR,C1994310,SYRACUSE,,03/07/2019 05:20:29 PM,Monday,15,01/14/2019 03:15:05 PM,Juvenile Problem,909209526,CAD: Juvenile Problem,41.0909,"{'type': 'Point', 'coordinates': [-112.059, 41.0909]}",-112.059,Disorder,UT,03/07/2019 05:36:58 PM
1835,2300 Block W 700 S,C1994328,SYRACUSE,,03/07/2019 05:20:29 PM,Monday,15,01/14/2019 03:34:59 PM,Traffic Stop,909209525,CAD: Traffic Stop,41.1037,"{'type': 'Point', 'coordinates': [-112.071, 41.1037]}",-112.071,Vehicle Stop,UT,03/07/2019 05:36:58 PM
1836,2700 Block S 1000 W,C1838271,SYRACUSE,,12/22/2017 07:00:46 AM,Thursday,22,12/21/2017 10:44:07 PM,Traffic Stop,829547149,CAD: Traffic Stop,41.0741,"{'type': 'Point', 'coordinates': [-112.045, 41.0741]}",-112.045,Vehicle Stop,UT,01/06/2018 01:46:20 AM
1837,1900 Block S BLUFF RIDGE DR,C1838274,SYRACUSE,,12/22/2017 07:00:46 AM,Thursday,22,12/21/2017 10:51:29 PM,Traffic Stop,829547148,CAD: Traffic Stop,41.0859,"{'type': 'Point', 'coordinates': [-112.041, 41.0859]}",-112.041,Vehicle Stop,UT,01/06/2018 01:46:20 AM
1838,1800 Block S 2000 W,C1838276,SYRACUSE,,12/22/2017 07:00:46 AM,Thursday,22,12/21/2017 10:52:19 PM,Susp Circumstance,829547147,CAD: Susp Circumstance,41.0877,"{'type': 'Point', 'coordinates': [-112.065, 41.0877]}",-112.065,Community Policing,UT,01/06/2018 01:46:20 AM
1839,1100 Block S 2100 W,C1838277,SYRACUSE,,12/22/2017 07:00:46 AM,Thursday,22,12/21/2017 10:55:02 PM,Warrant Service,829547145,CAD: Warrant Service,41.0981,"{'type': 'Point', 'coordinates': [-112.067, 41.0981]}",-112.067,Other,UT,01/06/2018 01:46:20 AM
1840,3300 Block W ANTELOPE DR,C1994331,SYRACUSE,,03/07/2019 05:20:29 PM,Monday,15,01/14/2019 03:41:07 PM,Traffic Stop,909209524,CAD: Traffic Stop,41.0892,"{'type': 'Point', 'coordinates': [-112.091, 41.0892]}",-112.091,Vehicle Stop,UT,03/07/2019 05:36:58 PM
1841,3100 Block S BLUFF RD,C1838303,SYRACUSE,,12/23/2017 07:00:32 AM,Friday,0,12/22/2017 12:51:54 AM,Extra Patrol On Site Call,830062574,CAD: Extra Patrol On Site Call,41.0675,"{'type': 'Point', 'coordinates': [-112.052, 41.0675]}",-112.052,Community Policing,UT,01/09/2018 11:31:40 PM
1842,1700 Block W 700 S,C1994351,SYRACUSE,,03/07/2019 05:20:29 PM,Monday,16,01/14/2019 04:24:49 PM,Traffic Stop,909209523,CAD: Traffic Stop,41.1036,"{'type': 'Point', 'coordinates': [-112.059, 41.1036]}",-112.059,Vehicle Stop,UT,03/07/2019 05:36:58 PM
1843,600 Block S 2000 W,C1994383,SYRACUSE,,03/07/2019 05:20:29 PM,Monday,17,01/14/2019 05:23:12 PM,Traffic Stop,909209554,CAD: Traffic Stop,41.1043,"{'type': 'Point', 'coordinates': [-112.065, 41.1043]}",-112.065,Vehicle Stop,UT,03/07/2019 05:36:58 PM
1844,2600 Block W 700 S,C1994384,SYRACUSE,,03/07/2019 05:20:29 PM,Monday,17,01/14/2019 05:23:30 PM,Traffic Stop,909209555,CAD: Traffic Stop,41.1039,"{'type': 'Point', 'coordinates': [-112.076, 41.1039]}",-112.076,Vehicle Stop,UT,03/07/2019 05:36:58 PM
1845,2700 Block W 700 S,C1994388,SYRACUSE,,03/07/2019 05:20:29 PM,Monday,17,01/14/2019 05:29:54 PM,Traffic Stop,909209553,CAD: Traffic Stop,41.1037,"{'type': 'Point', 'coordinates': [-112.078, 41.1037]}",-112.078,Vehicle Stop,UT,03/07/2019 05:36:59 PM
1846,1800 Block W 2700 S,C1919154,SYRACUSE,,07/11/2018 06:25:20 AM,Tuesday,1,07/10/2018 01:19:44 AM,Susp Circumstance,863248640,CAD: Susp Circumstance,41.0747,"{'type': 'Point', 'coordinates': [-112.06, 41.0747]}",-112.06,Community Policing,UT,07/25/2018 05:42:54 AM
1847,1700 Block S 1475 W,C1919158,SYRACUSE,,07/11/2018 06:25:20 AM,Tuesday,1,07/10/2018 01:28:40 AM,Motorist Assist,863248641,CAD: Motorist Assist,41.0885,"{'type': 'Point', 'coordinates': [-112.054, 41.0885]}",-112.054,Traffic,UT,07/25/2018 05:42:54 AM
1848,3100 Block S BLUFF RD,C1919165,SYRACUSE,,07/11/2018 06:25:20 AM,Tuesday,3,07/10/2018 03:55:00 AM,Extra Patrol On Site Call,863248638,CAD: Extra Patrol On Site Call,41.0675,"{'type': 'Point', 'coordinates': [-112.052, 41.0675]}",-112.052,Community Policing,UT,07/25/2018 05:42:54 AM
1849,3800 Block W 700 S,C1919167,SYRACUSE,,07/11/2018 06:25:20 AM,Tuesday,4,07/10/2018 04:03:37 AM,Extra Patrol REQUEST,863248637,CAD: Extra Patrol REQUEST,41.1037,"{'type': 'Point', 'coordinates': [-112.1, 41.1037]}",-112.1,Community Policing,UT,07/25/2018 05:42:54 AM
1850,1900 Block S 2500 W,C1919193,SYRACUSE,,07/11/2018 06:25:20 AM,Tuesday,7,07/10/2018 07:25:46 AM,Assist Citizen,863248635,CAD: Assist Citizen,41.0854,"{'type': 'Point', 'coordinates': [-112.075, 41.0854]}",-112.075,Other,UT,07/25/2018 05:42:54 AM
1851,900 Block S 1480 W,C1919249,SYRACUSE,,07/11/2018 06:25:20 AM,Tuesday,10,07/10/2018 10:23:55 AM,Lost Child,863248633,CAD: Lost Child,41.1003,"{'type': 'Point', 'coordinates': [-112.054, 41.1003]}",-112.054,Missing Person,UT,07/25/2018 05:42:54 AM
1852,2300 Block S DORAL DR,C1919296,SYRACUSE,,07/11/2018 06:25:20 AM,Tuesday,12,07/10/2018 12:03:31 PM,Extra Patrol REQUEST,863248632,CAD: Extra Patrol REQUEST,41.0797,"{'type': 'Point', 'coordinates': [-112.094, 41.0797]}",-112.094,Community Policing,UT,07/25/2018 05:42:54 AM
1853,1800 Block S 1000 W,C1908523,SYRACUSE,,06/15/2018 03:09:20 PM,Thursday,20,06/14/2018 08:18:43 PM,Traffic Stop,857466616,CAD: Traffic Stop,41.0875,"{'type': 'Point', 'coordinates': [-112.045, 41.0875]}",-112.045,Vehicle Stop,UT,06/28/2018 11:22:46 AM
1854,1700 Block W 2350 S,C1965731,SYRACUSE,,10/31/2018 01:58:55 AM,Sunday,0,10/28/2018 12:00:00 AM,Threatening,884197219,CAD: Threatening,41.0798,"{'type': 'Point', 'coordinates': [-112.059, 41.0798]}",-112.059,Disorder,UT,11/12/2018 02:05:04 AM
1855,700 Block W 1700 S,C1837479,SYRACUSE,,12/20/2017 07:00:31 AM,Tuesday,20,12/19/2017 08:07:41 PM,"Suspicious Person, Circumstnce",829384387,"CAD: Suspicious Person, Circumstnce",41.0892,"{'type': 'Point', 'coordinates': [-112.04, 41.0892]}",-112.04,Community Policing,UT,01/02/2018 03:02:06 PM
1856,2300 Block S 550 W,C1837480,SYRACUSE,,12/20/2017 07:00:31 AM,Tuesday,20,12/19/2017 08:09:22 PM,Residential Alarm,829384388,CAD: Residential Alarm,41.0799,"{'type': 'Point', 'coordinates': [-112.036, 41.0799]}",-112.036,Alarm,UT,01/02/2018 03:02:06 PM
1912,1800 Block W 1915 S,C1838315,SYRACUSE,,12/23/2017 07:00:32 AM,Friday,1,12/22/2017 01:51:59 AM,Traffic Stop,830062570,CAD: Traffic Stop,41.086,"{'type': 'Point', 'coordinates': [-112.061, 41.086]}",-112.061,Vehicle Stop,UT,01/09/2018 11:31:41 PM
1857,1100 Block W 1700 S,C1837518,SYRACUSE,,12/20/2017 07:00:31 AM,Tuesday,22,12/19/2017 10:14:47 PM,Extra Patrol On Site Call,829384384,CAD: Extra Patrol On Site Call,41.0891,"{'type': 'Point', 'coordinates': [-112.048, 41.0891]}",-112.048,Community Policing,UT,01/02/2018 03:02:06 PM
1858,1400 Block W 1700 S,C1837521,SYRACUSE,,12/20/2017 07:00:31 AM,Tuesday,22,12/19/2017 10:21:04 PM,Traffic Stop,829384383,CAD: Traffic Stop,41.0891,"{'type': 'Point', 'coordinates': [-112.053, 41.0891]}",-112.053,Vehicle Stop,UT,01/02/2018 03:02:06 PM
1859,2600 Block W 2700 S,C1837525,SYRACUSE,,12/20/2017 07:00:31 AM,Tuesday,22,12/19/2017 10:30:01 PM,Susp Vehicle,829384381,CAD: Susp Vehicle,41.0747,"{'type': 'Point', 'coordinates': [-112.077, 41.0747]}",-112.077,Community Policing,UT,01/02/2018 03:02:06 PM
1860,2500 Block W CRAIG LN,C1837548,SYRACUSE,,12/20/2017 07:00:31 AM,Tuesday,23,12/19/2017 11:41:33 PM,Traffic Stop,829384380,CAD: Traffic Stop,41.0847,"{'type': 'Point', 'coordinates': [-112.074, 41.0847]}",-112.074,Vehicle Stop,UT,01/02/2018 03:02:07 PM
1861,1900 Block S 1000 W,C1837933,SYRACUSE,,12/22/2017 07:00:46 AM,Wednesday,23,12/20/2017 11:52:29 PM,Traffic Stop,829547179,CAD: Traffic Stop,41.0858,"{'type': 'Point', 'coordinates': [-112.045, 41.0858]}",-112.045,Vehicle Stop,UT,01/03/2018 02:26:50 PM
1862,1600 Block S 1100 W,C1858277,SYRACUSE,,02/13/2018 07:03:05 AM,Monday,2,02/12/2018 02:44:06 AM,Traffic Stop,834089080,CAD: Traffic Stop,41.0898,"{'type': 'Point', 'coordinates': [-112.048, 41.0898]}",-112.048,Vehicle Stop,UT,02/27/2018 06:32:42 AM
