CASE,OFFENSE CODE,OFFENSE DESCRIPTION,REPORT DATE,OCC DATE,DAY OF WEEK,LOCATION,Location 1
SL2012130417,1313-0,ASSAULT,07/28/2012 03:38:00 PM,07/28/2012 03:38:00 PM,7,"1300 S RICHARD ST
Salt lake City, Utah
(40.73955072300049, -111.89255480299971)","1300 S RICHARD ST
Salt lake City, Utah
(40.73955072300049, -111.89255480299971)"
SL2012111951,1316-16,ASSAULT,07/01/2012 08:46:00 PM,07/01/2012 08:46:00 PM,1,"200 E 800 S
Salt lake City, Utah
(40.75194653700049, -111.8852606429997)","200 E 800 S
Salt lake City, Utah
(40.75194653700049, -111.8852606429997)"
SL20123837,1313-0,ASSAULT,01/07/2012 09:00:00 PM,01/07/2012 09:00:00 PM,7,"1000 S 1300 W
Salt lake City, Utah
(40.747672158000455, -111.92779493499967)","1000 S 1300 W
Salt lake City, Utah
(40.747672158000455, -111.92779493499967)"
SL2012122743,1305-0,ASSAULT,07/17/2012 03:05:00 PM,07/14/2012 11:30:00 PM,7,"1300 N VICTORIA WAY
Salt lake City, Utah
(40.79686229400045, -111.91930905799967)","1300 N VICTORIA WAY
Salt lake City, Utah
(40.79686229400045, -111.91930905799967)"
SL2012168684,1313-0,ASSAULT,09/25/2012 03:25:00 PM,09/25/2012 03:25:00 PM,3,"800 E COATSVILLE AVE
Salt lake City, Utah
(40.73140365900048, -111.8680604859997)","800 E COATSVILLE AVE
Salt lake City, Utah
(40.73140365900048, -111.8680604859997)"
SL2012165863,1313-0,ASSAULT,09/20/2012 10:48:00 PM,09/20/2012 10:48:00 PM,5,"1300 E 400 S
Salt lake City, Utah
(40.760623834000455, -111.85377114299968)","1300 E 400 S
Salt lake City, Utah
(40.760623834000455, -111.85377114299968)"
SL201218819,1313-0,ASSAULT,02/02/2012 05:08:00 PM,02/02/2012 04:45:00 PM,5,"600 S WASHINGTON ST
Salt lake City, Utah
(40.75621006600045, -111.89855372199969)","600 S WASHINGTON ST
Salt lake City, Utah
(40.75621006600045, -111.89855372199969)"
SL2012194160,1305-0,ASSAULT,11/07/2012 09:39:00 PM,11/07/2012 09:39:00 PM,4,"100 S 400 W
Salt lake City, Utah
(40.76708191600045, -111.90268138499971)","100 S 400 W
Salt lake City, Utah
(40.76708191600045, -111.90268138499971)"
SL201260230,1316-3,ASSAULT,04/12/2012 11:38:00 AM,04/12/2012 11:38:00 AM,5,"400 S MAIN ST
Salt lake City, Utah
(40.760572323000474, -111.89122585099972)","400 S MAIN ST
Salt lake City, Utah
(40.760572323000474, -111.89122585099972)"
SL201261154,1313-0,ASSAULT,04/13/2012 09:32:00 PM,04/13/2012 09:32:00 PM,6,"1100 W INDIANA AVE
Salt lake City, Utah
(40.7513267060005, -111.9222314049997)","1100 W INDIANA AVE
Salt lake City, Utah
(40.7513267060005, -111.9222314049997)"
SL2012132810,1313-0,ASSAULT,08/01/2012 08:18:00 AM,08/01/2012 08:18:00 AM,4,"1900 S 4650 W
Salt lake City, Utah
(40.72930877900046, -112.00232188899969)","1900 S 4650 W
Salt lake City, Utah
(40.72930877900046, -112.00232188899969)"
SL201284693,1313-0,ASSAULT,05/20/2012 10:15:00 PM,05/20/2012 10:15:00 PM,1,"900 E 600 S
Salt lake City, Utah
(40.75630410100047, -111.86521761399968)","900 E 600 S
Salt lake City, Utah
(40.75630410100047, -111.86521761399968)"
SL201236006,1313-0,ASSAULT,03/03/2012 05:56:00 AM,03/03/2012 05:56:00 AM,7,"200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)","200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)"
SL201283155,1316-3,ASSAULT,05/18/2012 02:24:00 PM,05/18/2012 02:24:00 PM,6,"200 W 700 S
Salt lake City, Utah
(40.764640828000495, -111.87110657499971)","200 W 700 S
Salt lake City, Utah
(40.764640828000495, -111.87110657499971)"
SL2012221647,1305-0,ASSAULT,12/31/2012 08:11:00 PM,12/31/2012 08:11:00 PM,2,"300 S WEST TEMPLE ST
Salt lake City, Utah
(40.762693354000476, -111.8939928259997)","300 S WEST TEMPLE ST
Salt lake City, Utah
(40.762693354000476, -111.8939928259997)"
SL201218050,1313-0,ASSAULT,02/01/2012 12:03:00 PM,02/01/2012 10:50:00 AM,4,"200 S 200 E
Salt lake City, Utah
(40.76493421900045, -111.8853932129997)","200 S 200 E
Salt lake City, Utah
(40.76493421900045, -111.8853932129997)"
SL20122209,1313-0,ASSAULT,01/04/2012 11:35:00 PM,01/04/2012 11:35:00 PM,4,"1800 S 200 E
Salt lake City, Utah
(40.73112195600049, -111.88546318899967)","1800 S 200 E
Salt lake City, Utah
(40.73112195600049, -111.88546318899967)"
SL2012125775,1313-1,ASSAULT,07/21/2012 09:44:00 PM,07/21/2012 09:44:00 PM,7,"1300 S STATE ST
Salt lake City, Utah
(40.7415210850005, -111.88826244099971)","1300 S STATE ST
Salt lake City, Utah
(40.7415210850005, -111.88826244099971)"
SL201215539,1313-0,ASSAULT,01/27/2012 11:00:00 PM,01/27/2012 11:00:00 PM,6,"200 N SUN ARBOR TE
Salt lake City, Utah
(40.773896083000466, -111.94366229199971)","200 N SUN ARBOR TE
Salt lake City, Utah
(40.773896083000466, -111.94366229199971)"
SL2012181996,1302-0,ASSAULT,10/17/2012 05:05:00 PM,10/10/2012 05:05:00 PM,4,"500 S 500 E
Salt lake City, Utah
(40.758393224000486, -111.8768409549997)","500 S 500 E
Salt lake City, Utah
(40.758393224000486, -111.8768409549997)"
SL2012114696,1313-0,ASSAULT,07/05/2012 02:04:00 PM,07/05/2012 02:04:00 PM,5,"1900 S 1400 E
Salt lake City, Utah
(40.728174424000485, -111.8508846579997)","1900 S 1400 E
Salt lake City, Utah
(40.728174424000485, -111.8508846579997)"
SL201234263,1313-0,ASSAULT,02/29/2012 08:19:00 AM,02/29/2012 08:18:00 AM,4,"2000 S 900 E
Salt lake City, Utah
(40.726729166000496, -111.86538310299971)","2000 S 900 E
Salt lake City, Utah
(40.726729166000496, -111.86538310299971)"
SL2012177287,1313-0,ASSAULT,10/09/2012 06:09:00 PM,10/09/2012 06:09:00 PM,3,"1400 W PACIFIC AVE
Salt lake City, Utah
(40.75959271300047, -111.93133080899969)","1400 W PACIFIC AVE
Salt lake City, Utah
(40.75959271300047, -111.93133080899969)"
SL2012139927,1313-1,ASSAULT,08/12/2012 02:19:00 AM,08/12/2012 02:19:00 AM,1,"200 W 500 S
Salt lake City, Utah
(40.758497785000486, -111.89693636999971)","200 W 500 S
Salt lake City, Utah
(40.758497785000486, -111.89693636999971)"
SL2012219991,1313-0,ASSAULT,12/28/2012 03:33:00 AM,12/28/2012 03:33:00 AM,6,"600 N DE SOTO ST
Salt lake City, Utah
(40.782033242000466, -111.88861554699969)","600 N DE SOTO ST
Salt lake City, Utah
(40.782033242000466, -111.88861554699969)"
SL201233140,1313-0,ASSAULT,02/27/2012 07:39:00 AM,02/27/2012 07:39:00 AM,2,"500 W 700 S
Salt lake City, Utah
(40.754177351000465, -111.90548869299971)","500 W 700 S
Salt lake City, Utah
(40.754177351000465, -111.90548869299971)"
SL2012142835,1313-0,ASSAULT,08/16/2012 02:55:00 PM,08/16/2012 02:55:00 PM,5,"300 S STATE ST
Salt lake City, Utah
(40.7627420660005, -111.8882624529997)","300 S STATE ST
Salt lake City, Utah
(40.7627420660005, -111.8882624529997)"
SL2012154145,1313-0,ASSAULT,09/02/2012 11:40:00 AM,09/02/2012 11:40:00 AM,1,"700 N IRVING ST
Salt lake City, Utah
(40.78637040600046, -111.9377407719997)","700 N IRVING ST
Salt lake City, Utah
(40.78637040600046, -111.9377407719997)"
SL2012151579,1316-2,ASSAULT,08/29/2012 04:41:00 PM,08/29/2012 04:41:00 PM,4,"400 S GOSHEN ST
Salt lake City, Utah
(40.760580796000454, -111.92097427499971)","400 S GOSHEN ST
Salt lake City, Utah
(40.760580796000454, -111.92097427499971)"
SL201270487,1313-0,ASSAULT,04/28/2012 08:33:00 AM,04/28/2012 08:33:00 AM,7,"200 E 400 S
Salt lake City, Utah
(40.76055413600045, -111.8852389919997)","200 E 400 S
Salt lake City, Utah
(40.76055413600045, -111.8852389919997)"
SL201242494,1313-0,ASSAULT,03/14/2012 08:07:00 AM,03/14/2012 08:07:00 AM,4,"1400 W AMERICAN AVE
Salt lake City, Utah
(40.74832048100046, -111.93091592699972)","1400 W AMERICAN AVE
Salt lake City, Utah
(40.74832048100046, -111.93091592699972)"
SL2012165264,1313-0,ASSAULT,09/19/2012 10:10:00 PM,08/01/2012 08:00:00 AM,4,"1300 E 300 S
Salt lake City, Utah
(40.76282716100047, -111.8537701409997)","1300 E 300 S
Salt lake City, Utah
(40.76282716100047, -111.8537701409997)"
SL201220372,1313-1,ASSAULT,02/05/2012 01:32:00 AM,02/05/2012 01:32:00 AM,1,"100 N MAIN ST
Salt lake City, Utah
(40.77259262400048, -111.89106303999966)","100 N MAIN ST
Salt lake City, Utah
(40.77259262400048, -111.89106303999966)"
SL2012204877,1313-0,ASSAULT,11/28/2012 01:03:00 PM,11/28/2012 01:03:00 PM,4,"400 S CHEYENNE ST
Salt lake City, Utah
(40.76055442800049, -111.9343135739997)","400 S CHEYENNE ST
Salt lake City, Utah
(40.76055442800049, -111.9343135739997)"
SL201248211,1302-0,ASSAULT,03/23/2012 12:39:00 PM,03/23/2012 12:39:00 PM,6,"100 W MEAD AVE
Salt lake City, Utah
(40.747248803000446, -111.89403605699971)","100 W MEAD AVE
Salt lake City, Utah
(40.747248803000446, -111.89403605699971)"
SL2012180011,1313-0,ASSAULT,10/14/2012 07:25:00 AM,10/14/2012 06:22:00 AM,1,"400 S 1300 E
Salt lake City, Utah
(40.760563284000455, -111.85392449499972)","400 S 1300 E
Salt lake City, Utah
(40.760563284000455, -111.85392449499972)"
SL201267609,1316-3,ASSAULT,04/23/2012 09:00:00 PM,04/23/2012 08:43:00 PM,2,"800 S 900 W
Salt lake City, Utah
(40.751843729000484, -111.9168656009997)","800 S 900 W
Salt lake City, Utah
(40.751843729000484, -111.9168656009997)"
SL2012202913,1316-2,ASSAULT,11/24/2012 07:42:00 PM,11/24/2012 04:00:00 PM,7,"900 S 800 E
Salt lake City, Utah
(40.7496739610005, -111.86820239499968)","900 S 800 E
Salt lake City, Utah
(40.7496739610005, -111.86820239499968)"
SL2012149323,1313-0,ASSAULT,08/26/2012 01:33:00 AM,08/26/2012 01:33:00 AM,1,"1700 S STATE ST
Salt lake City, Utah
(40.73343061100047, -111.88826349899966)","1700 S STATE ST
Salt lake City, Utah
(40.73343061100047, -111.88826349899966)"
SL201291903,1313-0,ASSAULT,06/01/2012 01:13:00 PM,06/01/2012 01:13:00 PM,6,"2200 S 1300 E
Salt lake City, Utah
(40.72281101700048, -111.85368533999969)","2200 S 1300 E
Salt lake City, Utah
(40.72281101700048, -111.85368533999969)"
SL201226992,1313-0,ASSAULT,02/16/2012 07:17:00 PM,02/16/2012 06:02:00 PM,5,"200 N STATE ST
Salt lake City, Utah
(40.773691844000496, -111.8881912059997)","200 N STATE ST
Salt lake City, Utah
(40.773691844000496, -111.8881912059997)"
SL2012210570,1313-0,ASSAULT,12/08/2012 04:44:00 PM,11/20/2012 04:44:00 PM,3,"700 S LAKE ST
Salt lake City, Utah
(40.75403136700049, -111.86973394399968)","700 S LAKE ST
Salt lake City, Utah
(40.75403136700049, -111.86973394399968)"
SL201283877,1305-0,ASSAULT,05/19/2012 04:29:00 PM,05/19/2012 04:11:00 PM,7,"700 N REDWOOD RD
Salt lake City, Utah
(40.828761855000494, -111.9372164399997)","700 N REDWOOD RD
Salt lake City, Utah
(40.828761855000494, -111.9372164399997)"
SL2012157881,1305-0,ASSAULT,09/08/2012 03:54:00 AM,09/08/2012 03:54:00 AM,7,"2600 E STRINGHAM AVE
Salt lake City, Utah
(40.72106100500048, -111.81571984399972)","2600 E STRINGHAM AVE
Salt lake City, Utah
(40.72106100500048, -111.81571984399972)"
SL2012185374,1313-0,ASSAULT,10/23/2012 05:07:00 PM,10/23/2012 05:07:00 PM,3,"500 E 400 S
Salt lake City, Utah
(40.76052438300047, -111.87666063999967)","500 E 400 S
Salt lake City, Utah
(40.76052438300047, -111.87666063999967)"
SL2012200062,1313-0,ASSAULT,11/18/2012 04:36:00 PM,11/18/2012 04:36:00 PM,1,"1400 W INDIANA AVE
Salt lake City, Utah
(40.751298557000496, -111.93116004699971)","1400 W INDIANA AVE
Salt lake City, Utah
(40.751298557000496, -111.93116004699971)"
SL2012177042,1316-2,ASSAULT,10/09/2012 11:20:00 AM,10/09/2012 11:20:00 AM,3,"500 W 700 S
Salt lake City, Utah
(40.754177351000465, -111.90548869299971)","500 W 700 S
Salt lake City, Utah
(40.754177351000465, -111.90548869299971)"
SL2012113181,1313-0,ASSAULT,07/03/2012 04:00:00 PM,07/03/2012 04:00:00 PM,3,"2100 S 800 E
Salt lake City, Utah
(40.725344281000446, -111.86823359899967)","2100 S 800 E
Salt lake City, Utah
(40.725344281000446, -111.86823359899967)"
SL2012861,1313-0,ASSAULT,01/02/2012 04:30:00 PM,01/02/2012 03:44:00 PM,2,"1800 W INDEPENDENCE BLVD
Salt lake City, Utah
(40.801798061000454, -111.94243840399969)","1800 W INDEPENDENCE BLVD
Salt lake City, Utah
(40.801798061000454, -111.94243840399969)"
SL2012150513,1313-0,ASSAULT,08/27/2012 11:31:00 PM,08/27/2012 11:31:00 PM,2,"200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)","200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)"
SL201283938,1313-0,ASSAULT,05/19/2012 06:09:00 PM,05/10/2012 04:32:00 PM,5,"00 S MAIN ST
Salt lake City, Utah
(40.677136274000475, -111.89125586999967)","00 S MAIN ST
Salt lake City, Utah
(40.677136274000475, -111.89125586999967)"
SL2012129654,1313-0,ASSAULT,07/27/2012 01:17:00 PM,07/27/2012 01:17:00 PM,6,"900 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77167430200046, -111.91696856999971)","900 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77167430200046, -111.91696856999971)"
SL201226841,1302-0,ASSAULT,02/16/2012 02:43:00 PM,02/16/2012 02:43:00 PM,5,"1500 W 1300 S
Salt lake City, Utah
(40.74141657000047, -111.93396869599968)","1500 W 1300 S
Salt lake City, Utah
(40.74141657000047, -111.93396869599968)"
SL201248586,1316-3,ASSAULT,03/23/2012 10:50:00 PM,03/23/2012 10:50:00 PM,6,"200 S 700 E
Salt lake City, Utah
(40.764640828000495, -111.87110657499971)","200 S 700 E
Salt lake City, Utah
(40.764640828000495, -111.87110657499971)"
SL2012203158,1313-0,ASSAULT,11/26/2012 01:58:00 PM,11/25/2012 07:00:00 AM,1,"1000 S 1400 W
Salt lake City, Utah
(40.74820726000047, -111.93084622199967)","1000 S 1400 W
Salt lake City, Utah
(40.74820726000047, -111.93084622199967)"
SL2012141338,1313-0,ASSAULT,08/14/2012 01:30:00 PM,08/14/2012 11:37:00 AM,3,"200 E HERBERT AVE
Salt lake City, Utah
(40.74643315600048, -111.88523851099967)","200 E HERBERT AVE
Salt lake City, Utah
(40.74643315600048, -111.88523851099967)"
SL2012184323,1302-0,ASSAULT,10/21/2012 06:47:00 PM,10/21/2012 06:47:00 PM,1,"1200 W CALIFORNIA AVE
Salt lake City, Utah
(40.740489735000494, -111.92596544299971)","1200 W CALIFORNIA AVE
Salt lake City, Utah
(40.740489735000494, -111.92596544299971)"
SL201248656,1316-3,ASSAULT,03/24/2012 12:25:00 AM,03/24/2012 12:25:00 AM,7,"200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)","200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)"
SL2012132578,1305-0,ASSAULT,07/31/2012 10:33:00 PM,07/31/2012 10:33:00 PM,3,"1700 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77166710200049, -111.93938753299972)","1700 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77166710200049, -111.93938753299972)"
SL201271974,1313-0,ASSAULT,04/30/2012 06:38:00 PM,04/30/2012 06:38:00 PM,2,"100 E 200 S
Salt lake City, Utah
(40.76500158300047, -111.88810997399969)","100 E 200 S
Salt lake City, Utah
(40.76500158300047, -111.88810997399969)"
SL201262987,1316-4,ASSAULT,04/16/2012 07:41:00 PM,04/16/2012 07:41:00 PM,2,"1000 S WEST TEMPLE ST
Salt lake City, Utah
(40.74713238100048, -111.89395504699968)","1000 S WEST TEMPLE ST
Salt lake City, Utah
(40.74713238100048, -111.89395504699968)"
SL201252527,1316-2,ASSAULT,03/30/2012 03:00:00 PM,03/30/2012 03:00:00 PM,6,"800 S 1300 E
Salt lake City, Utah
(40.75186144200046, -111.85393334699967)","800 S 1300 E
Salt lake City, Utah
(40.75186144200046, -111.85393334699967)"
SL201257475,1316-3,ASSAULT,04/07/2012 05:15:00 PM,04/07/2012 05:15:00 PM,7,"1000 S 700 E
Salt lake City, Utah
(40.7473028390005, -111.87120697099971)","1000 S 700 E
Salt lake City, Utah
(40.7473028390005, -111.87120697099971)"
SL2012115641,1313-0,ASSAULT,07/06/2012 08:24:00 PM,07/06/2012 08:24:00 PM,6,"600 N 900 W
Salt lake City, Utah
(40.78249996900047, -111.91681206899972)","600 N 900 W
Salt lake City, Utah
(40.78249996900047, -111.91681206899972)"
SL201288414,1313-0,ASSAULT,05/26/2012 04:13:00 PM,05/26/2012 04:13:00 PM,7,"2400 S HIGHLAND DR
Salt lake City, Utah
(40.71932874400045, -111.85724641599967)","2400 S HIGHLAND DR
Salt lake City, Utah
(40.71932874400045, -111.85724641599967)"
SL2012144059,1305-0,ASSAULT,08/18/2012 06:48:00 AM,08/18/2012 01:00:00 AM,7,"100 W 200 S
Salt lake City, Utah
(40.765037760000496, -111.89407594499971)","100 W 200 S
Salt lake City, Utah
(40.765037760000496, -111.89407594499971)"
SL2012149068,1305-0,ASSAULT,08/25/2012 07:34:00 PM,08/25/2012 07:34:00 PM,7,"300 W HOPE AVE
Salt lake City, Utah
(40.738918948000446, -111.89981512799972)","300 W HOPE AVE
Salt lake City, Utah
(40.738918948000446, -111.89981512799972)"
SL201240279,1313-0,ASSAULT,03/10/2012 09:19:00 AM,03/10/2012 09:19:00 AM,7,"400 E REDONDO AVE
Salt lake City, Utah
(40.72627536400046, -111.87951688599969)","400 E REDONDO AVE
Salt lake City, Utah
(40.72627536400046, -111.87951688599969)"
SL2012199468,1305-0,ASSAULT,11/17/2012 02:50:00 PM,11/17/2012 02:50:00 PM,7,"00 S RIO GRANDE ST
Salt lake City, Utah
(40.76451600700045, -111.90408205999967)","00 S RIO GRANDE ST
Salt lake City, Utah
(40.76451600700045, -111.90408205999967)"
SL2012119174,1313-0,ASSAULT,07/12/2012 09:36:00 AM,07/12/2012 09:36:00 AM,5,"200 E 400 S
Salt lake City, Utah
(40.76055413600045, -111.8852389919997)","200 E 400 S
Salt lake City, Utah
(40.76055413600045, -111.8852389919997)"
SL201290499,1316-3,ASSAULT,05/30/2012 12:45:00 PM,05/30/2012 12:45:00 PM,4,"400 N 200 W
Salt lake City, Utah
(40.77814240400045, -111.89673362199972)","400 N 200 W
Salt lake City, Utah
(40.77814240400045, -111.89673362199972)"
SL201265735,1313-0,ASSAULT,04/21/2012 12:56:00 AM,04/21/2012 12:56:00 AM,7,"100 E BELMONT AVE
Salt lake City, Utah
(40.74805258400045, -111.88810868199971)","100 E BELMONT AVE
Salt lake City, Utah
(40.74805258400045, -111.88810868199971)"
SL2012170409,1304-0,ASSAULT,09/28/2012 08:58:00 AM,09/28/2012 08:58:00 AM,6,"1800 W 400 N
Salt lake City, Utah
(40.778168021000454, -111.94238574099967)","1800 W 400 N
Salt lake City, Utah
(40.778168021000454, -111.94238574099967)"
SL201297441,1313-0,ASSAULT,06/09/2012 10:05:00 PM,06/09/2012 10:05:00 PM,7,"700 N 900 W
Salt lake City, Utah
(40.78466103700049, -111.91681206799967)","700 N 900 W
Salt lake City, Utah
(40.78466103700049, -111.91681206799967)"
SL2012188029,1313-0,ASSAULT,10/28/2012 03:24:00 AM,10/28/2012 03:24:00 AM,1,"700 E LOVELAND AVE
Salt lake City, Utah
(40.716093430000456, -111.8711387349997)","700 E LOVELAND AVE
Salt lake City, Utah
(40.716093430000456, -111.8711387349997)"
SL201249581,1313-0,ASSAULT,03/25/2012 02:03:00 PM,03/25/2012 02:03:00 PM,1,"200 E RAMONA AVE
Salt lake City, Utah
(40.72806498600045, -111.88530018799969)","200 E RAMONA AVE
Salt lake City, Utah
(40.72806498600045, -111.88530018799969)"
SL2012202046,1313-0,ASSAULT,11/22/2012 06:33:00 PM,11/22/2012 04:00:00 PM,5,"1600 W BRAMPTON WAY
Salt lake City, Utah
(40.756534331000466, -111.9365527979997)","1600 W BRAMPTON WAY
Salt lake City, Utah
(40.756534331000466, -111.9365527979997)"
SL2012130797,1313-0,ASSAULT,07/29/2012 01:59:00 AM,07/29/2012 01:59:00 AM,1,"500 E STRINGHAM AVE
Salt lake City, Utah
(40.72099445000049, -111.87670133499967)","500 E STRINGHAM AVE
Salt lake City, Utah
(40.72099445000049, -111.87670133499967)"
SL2012127878,1305-0,ASSAULT,07/24/2012 11:07:00 PM,07/24/2012 11:07:00 PM,3,"300 E KENSINGTON AVE
Salt lake City, Utah
(40.736366804000454, -111.88236913699967)","300 E KENSINGTON AVE
Salt lake City, Utah
(40.736366804000454, -111.88236913699967)"
SL2012169039,1313-0,ASSAULT,09/26/2012 07:08:00 AM,09/26/2012 07:08:00 AM,4,"200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)","200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)"
SL201297640,1313-0,ASSAULT,06/10/2012 06:53:00 AM,06/10/2012 06:53:00 AM,1,"1800 W INDEPENDENCE BLVD
Salt lake City, Utah
(40.801798061000454, -111.94243840399969)","1800 W INDEPENDENCE BLVD
Salt lake City, Utah
(40.801798061000454, -111.94243840399969)"
SL201261281,1313-0,ASSAULT,04/14/2012 12:52:00 AM,04/14/2012 12:52:00 AM,7,"100 W 200 S
Salt lake City, Utah
(40.765037760000496, -111.89407594499971)","100 W 200 S
Salt lake City, Utah
(40.765037760000496, -111.89407594499971)"
SL2012132742,1313-0,ASSAULT,08/01/2012 08:20:00 AM,07/28/2012 10:30:00 PM,7,"200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)","200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)"
SL2012106976,1305-0,ASSAULT,06/24/2012 03:54:00 PM,06/24/2012 03:54:00 PM,1,"100 S 300 E
Salt lake City, Utah
(40.83993092200046, -111.90432455599966)","100 S 300 E
Salt lake City, Utah
(40.83993092200046, -111.90432455599966)"
SL201289030,1313-0,ASSAULT,05/27/2012 07:28:00 PM,05/27/2012 07:28:00 PM,1,"700 S 900 E
Salt lake City, Utah
(40.75403153900049, -111.86535498499967)","700 S 900 E
Salt lake City, Utah
(40.75403153900049, -111.86535498499967)"
SL201235971,1313-0,ASSAULT,03/03/2012 02:18:00 AM,03/03/2012 02:18:00 AM,7,"1200 E 2700 S
Salt lake City, Utah
(40.7126753230005, -111.85636971199972)","1200 E 2700 S
Salt lake City, Utah
(40.7126753230005, -111.85636971199972)"
SL2012121647,1302-0,ASSAULT,07/15/2012 11:15:00 AM,07/15/2012 11:15:00 AM,1,"200 S 400 W
Salt lake City, Utah
(40.76488083300046, -111.90259210899967)","200 S 400 W
Salt lake City, Utah
(40.76488083300046, -111.90259210899967)"
SL2012154109,1316-4,ASSAULT,09/02/2012 10:33:00 AM,09/02/2012 10:33:00 AM,1,"2700 S 1500 E
Salt lake City, Utah
(40.71112731800048, -111.84821137999967)","2700 S 1500 E
Salt lake City, Utah
(40.71112731800048, -111.84821137999967)"
SL2012140666,1313-0,ASSAULT,08/13/2012 11:21:00 AM,08/13/2012 11:21:00 AM,2,"700 N 1400 W
Salt lake City, Utah
(40.784650222000494, -111.9310157269997)","700 N 1400 W
Salt lake City, Utah
(40.784650222000494, -111.9310157269997)"
SL201244895,1313-0,ASSAULT,03/17/2012 10:58:00 PM,03/17/2012 10:58:00 PM,7,"700 S 300 E
Salt lake City, Utah
(40.75405378300047, -111.8825243979997)","700 S 300 E
Salt lake City, Utah
(40.75405378300047, -111.8825243979997)"
SL201287899,1316-2,ASSAULT,05/25/2012 07:54:00 PM,05/25/2012 07:54:00 PM,6,"600 E RAMONA AVE
Salt lake City, Utah
(40.72849363300048, -111.8737999389997)","600 E RAMONA AVE
Salt lake City, Utah
(40.72849363300048, -111.8737999389997)"
SL2012102404,1313-0,ASSAULT,06/17/2012 10:48:00 PM,06/17/2012 10:48:00 PM,1,"300 E 2100 S
Salt lake City, Utah
(40.725432846000444, -111.88241794799967)","300 E 2100 S
Salt lake City, Utah
(40.725432846000444, -111.88241794799967)"
SL2012143739,1313-0,ASSAULT,08/17/2012 07:14:00 PM,08/17/2012 07:14:00 PM,6,"2400 S 700 E
Salt lake City, Utah
(40.71765191100047, -111.87127501599969)","2400 S 700 E
Salt lake City, Utah
(40.71765191100047, -111.87127501599969)"
SL2012102689,1316-4,ASSAULT,06/18/2012 01:02:00 PM,06/18/2012 01:02:00 PM,2,"2400 S 1700 E
Salt lake City, Utah
(40.71879673900048, -111.84218031599971)","2400 S 1700 E
Salt lake City, Utah
(40.71879673900048, -111.84218031599971)"
SL2012166778,1316-1,ASSAULT,09/22/2012 10:49:00 AM,09/22/2012 10:49:00 AM,7,"1900 S 1200 E
Salt lake City, Utah
(40.72897120400046, -111.85680405899967)","1900 S 1200 E
Salt lake City, Utah
(40.72897120400046, -111.85680405899967)"
SL2012184589,1302-0,ASSAULT,10/22/2012 11:00:00 AM,10/22/2012 11:00:00 AM,2,"2000 S 2300 E
Salt lake City, Utah
(40.72672964800046, -111.82510195699967)","2000 S 2300 E
Salt lake City, Utah
(40.72672964800046, -111.82510195699967)"
SL201228694,1316-2,ASSAULT,02/19/2012 02:01:00 PM,02/19/2012 02:01:00 PM,1,"200 E 2ND AVE
Salt lake City, Utah
(40.77168399800047, -111.88342724299969)","200 E 2ND AVE
Salt lake City, Utah
(40.77168399800047, -111.88342724299969)"
SL201284417,1313-1,ASSAULT,05/20/2012 12:51:00 PM,05/20/2012 12:51:00 PM,1,"100 E WILSON AVE
Salt lake City, Utah
(40.65056723300046, -111.89501987999967)","100 E WILSON AVE
Salt lake City, Utah
(40.65056723300046, -111.89501987999967)"
SL2012135037,1313-0,ASSAULT,08/04/2012 06:07:00 PM,08/04/2012 06:07:00 PM,7,"2700 S 1500 E
Salt lake City, Utah
(40.71112731800048, -111.84821137999967)","2700 S 1500 E
Salt lake City, Utah
(40.71112731800048, -111.84821137999967)"
SL201211619,1305-0,ASSAULT,01/20/2012 11:14:00 PM,01/20/2012 11:14:00 PM,6,"200 S 500 W
Salt lake City, Utah
(40.764841136000484, -111.9054845719997)","200 S 500 W
Salt lake City, Utah
(40.764841136000484, -111.9054845719997)"
SL201220672,1313-0,ASSAULT,02/05/2012 07:00:00 PM,02/05/2012 05:40:00 PM,1,"1500 W 500 N
Salt lake City, Utah
(40.78021852600045, -111.93361094999972)","1500 W 500 N
Salt lake City, Utah
(40.78021852600045, -111.93361094999972)"
SL201219210,1305-0,ASSAULT,02/03/2012 09:57:00 AM,02/03/2012 09:57:00 AM,6,"2500 S PARK ST
Salt lake City, Utah
(40.71579701900049, -111.87560602499968)","2500 S PARK ST
Salt lake City, Utah
(40.71579701900049, -111.87560602499968)"
